30244	CS	161	Spring	1	Lecture	STAFF	TBD	R	18:30:00	21:20:00	218161	312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329
30258	CS	281	Spring 	1	Lecture & Lab	Jeremy Russell Johnson	TBD	W	16:00:00	17:50:00	218281	214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225
30260	CS	361	Spring	1	Lecture	Bruce Char	TBD	M	18:00:00	20:50:00	218361	60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77
30728	CS	440	Spring	1	Lecture	Krzysztof Nowak	TBD	MWF	10:00:00	10:50:00	218440	12, 13, 14, 15, 16, 17, 178, 179, 180, 181, 182, 183, 344, 345, 346, 347, 348, 349
30819	CS	171	Spring	1	Lecture	Adelaida Alban Medlock	TBD	W	18:00:00	20:50:00	218171	226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243
32093	CS	303	Spring	1	Lecture	Jeremy Russell Johnson	TBD	TR	12:30:00	13:50:00	218303	107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284
32097	CS	122	Spring	61	Lab	STAFF	TBD	M	15:00:00	16:50:00	218122	42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53
33811	CS	337	Spring 	1	Lecture	Frank J Lee	TBD	W	18:00:00	20:50:00	218337	226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243
34541	CS	172	Spring	65	Lab	STAFF	TBD	R	15:00:00	16:50:00	218172	291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302
